casenum,cohort,female,minority,ab39m,ab39t,ab39u,ab39w,ab39x,ga33a,ga33h,ga33i,ga33k,ga33l,math_g7,math_g10,math_g12,op_know,op_know2,siok,siok2,sci_issues7,sci_irt7
5108,2,0,0,0,0,1,1,1,0,0,0,0,0,57.94,73.75,82.93,1,1,0.33,0,1,55.66
1850,2,0,0,1,1,1,0,1,1,1,1,1,1,52.51,68.34,75.16,1,1,0.89,0,3,65.45
2798,2,0,0,1,1,1,1,1,1,1,1,1,1,50.7,63.07,69.47,0,0,0,0,3,43.98
2446,2,1,0,0,0,0,0,0,0,0,0,0,0,54.59,55.15,63.21,0.33,0,0.11,0,1,50.77
3194,2,0,0,0,0,1,0,0,0,0,0,0,0,44.4,76.59,76.22,0.67,0,0.78,0,1,45.37
6719,2,0,0,1,0,1,0,0,1,1,1,0,1,54.16,67.79,70.57,0.67,0,0.89,0,3,54.28
1809,2,1,0,1,0,0,0,0,1,0,0,0,1,59.5,65.09,71.39,0.67,0,0.67,0,1,56.07
3765,2,1,0,1,0,0,0,0,0,0,0,0,0,61.8,73.28,72.29,1,1,1,1,1,61.13
6172,2,0,0,0,0,0,0,0,1,1,1,1,1,67.26,80.95,90.74,1,1,0.89,0,2,67.01
3489,2,0,0,0,1,0,0,0,1,1,1,1,0,50.4,65.68,67.88,1,1,0.89,0,1,46.73
2294,2,1,0,1,1,0,0,0,1,0,0,0,1,62.14,72.12,81.38,0.33,0,0.67,0,1,59.82
4091,2,1,1,0,0,0,0,0,1,0,0,0,0,54.89,62.47,59.07,0.67,0,0.5,0,1,46.89
3401,2,0,0,1,0,0,0,0,1,1,1,1,0,62.09,68.75,69.09,0.67,0,0.78,0,2,50.86
6234,2,1,0,1,0,1,0,0,1,0,1,1,1,55.75,70.82,70.84,1,1,0.89,0,1,59.65
3273,2,0,0,1,1,1,0,1,1,0,1,0,0,50,65.42,73.99,0,0,0.56,0,1,56.28
5990,2,0,0,1,1,1,0,1,1,0,1,0,0,60.29,68.91,83.89,1,1,0.56,0,2,57.03
2641,2,0,0,1,1,0,1,0,0,0,0,0,0,63.32,73.7,79.43,1,1,0.78,0,3,65.73
5116,2,0,0,1,0,0,1,1,1,1,1,1,1,41.38,70.75,75.18,0.5,0,0.5,0,1,54.31
5376,2,1,0,1,0,0,0,0,0,0,0,0,0,36.15,45.75,45.16,0.33,0,0.67,0,2,38.74
3821,2,1,0,0,0,0,0,0,0,1,1,1,1,48.94,56.11,67.73,0.33,0,0.33,0,1,48.04
4680,2,1,0,1,1,0,0,0,1,0,0,0,0,51.34,59.06,66.25,1,1,1,1,2,53.18
6608,2,0,0,0,0,0,0,0,1,1,0,0,0,65.28,72.18,77.46,1,1,1,1,2,59.13
5692,2,0,0,1,0,0,1,1,1,1,0,0,0,72.39,92.09,92.14,0.67,0,0.78,0,3,67.45
1104,2,1,0,1,0,0,1,0,0,0,1,0,0,59.31,72.89,84.38,0.67,0,0.89,0,2,49.44
4395,2,1,0,0,0,0,0,0,0,0,1,1,0,58.41,72.71,81.13,1,1,0.56,0,2,45.65
5955,2,1,0,0,0,0,1,1,1,0,1,0,1,56.22,74.84,79.38,0.67,0,0.89,0,2,43.16
6512,2,1,0,0,0,0,0,0,0,0,0,0,0,51.84,45.46,48.73,0,0,0.62,0,1,40.29
1229,2,1,0,0,0,0,0,0,0,1,0,1,0,53.08,67.58,67.42,1,1,0.33,0,1,44.46
4873,2,1,0,1,1,1,1,1,1,0,1,0,0,61.59,77.06,71.8,1,1,1,1,3,59.23
2394,2,0,1,0,0,0,1,1,1,0,0,0,0,47.57,68.16,64.59,0.67,0,0.44,0,1,46.1
5969,2,0,0,1,1,1,1,1,1,1,1,1,0,46.81,75.13,70.2,1,1,1,1,3,56.37
6604,2,0,1,1,1,1,1,1,0,1,0,0,0,38.62,56.53,58.63,0.5,0,0.25,0,1,43.51
2245,2,1,0,1,1,1,1,0,0,0,0,0,0,63.09,81.3,81.49,0.67,0,0.78,0,2,61.11
3592,2,0,0,1,1,0,1,1,1,1,1,1,1,50.53,87.3,92.29,0.33,0,0.78,0,2,49.54
3632,2,1,0,1,0,1,0,0,1,1,0,0,1,42.34,55.37,63.55,0.33,0,0.67,0,3,33.29
6294,2,0,0,1,0,0,1,0,1,1,1,1,1,43.42,47.84,42.07,1,1,1,1,2,39.71
2722,2,1,0,1,0,0,0,0,0,0,0,1,0,44.67,54.66,43.84,1,1,0.67,0,1,44.23
2680,2,1,0,1,1,1,1,1,1,1,1,1,1,50.09,68.14,72.7,0.67,0,0.44,0,2,52.31
5170,2,1,0,1,0,1,0,0,1,1,1,1,1,57.7,78.27,78.44,0.33,0,0.67,0,2,56.31
4858,2,1,0,0,0,0,0,0,0,0,0,0,0,43.39,32.02,40.94,0.33,0,0.78,0,2,38.77
6699,2,0,0,1,1,0,0,0,1,1,1,1,1,39.02,71.06,63.31,1,1,1,1,2,45.45
6930,2,1,0,1,1,1,0,0,1,0,0,0,0,53.82,71.19,81,1,1,1,1,2,63.01
2525,2,1,0,0,0,0,0,0,0,0,1,0,0,58.49,75.56,79.3,1,1,1,1,1,48.7
1403,2,0,0,1,0,1,0,0,0,0,0,0,0,32.42,69.15,60.46,1,1,0.88,0,3,40.03
2955,2,0,0,0,1,1,1,1,1,0,0,0,0,52.77,73.02,81.61,1,1,1,1,3,56.91
2936,2,1,0,0,1,1,1,1,0,0,0,0,0,56.09,77.28,86.04,0.33,0,0.67,0,2,53.14
1761,2,0,0,0,1,1,1,0,0,0,0,0,0,59.03,60.45,58.92,0.33,0,0.44,0,2,52.3
6103,2,0,0,1,1,1,1,1,1,1,1,1,1,59.06,76.09,77.88,0.67,0,0.89,0,2,48.94
5091,2,0,0,1,1,0,1,1,1,1,1,1,1,50.59,69.77,69.85,0.67,0,0.89,0,2,56.64
5980,2,0,0,1,1,1,1,1,1,1,1,1,1,51.75,73.12,74.67,1,1,1,1,3,52.49
6871,2,0,0,0,0,0,0,0,0,0,0,0,0,44.08,39.99,43.23,0,0,0.62,0,1,37.76
4863,2,0,0,1,1,1,1,1,1,1,1,1,1,67.88,91.15,99.3,1,1,1,1,3,75.16
6671,2,0,0,0,0,0,0,1,0,0,0,0,0,56.37,63.75,65.42,0,0,0.75,0,2,47.29
4695,2,1,0,0,0,0,0,1,1,1,1,1,1,53.2,71.95,71.4,0.67,0,0.89,0,1,58.12
1667,2,1,0,0,0,0,0,0,0,0,0,0,0,47.94,70.02,62.26,1,1,0.78,0,1,56.3
3202,2,0,0,0,0,1,1,1,1,0,0,1,1,63.38,78.13,85.05,1,1,0.89,0,3,61.39
4468,2,0,0,1,0,1,0,1,1,1,0,1,1,61.5,79.12,91.48,1,1,0.78,0,3,70.34
4654,2,1,0,0,0,0,0,0,0,0,0,0,0,38.88,38.96,40.83,0.33,0,0.78,0,2,36.78
3317,2,1,0,0,0,0,0,0,0,0,0,0,0,58.09,69.45,72.32,1,1,1,1,1,56.58
6720,2,0,0,1,1,1,1,1,0,0,0,0,0,69.87,80.03,84.38,0.67,0,0.67,0,2,60.65
1899,2,0,1,1,1,1,1,1,0,0,0,0,0,42.61,64.38,64.17,0.67,0,0.78,0,2,49.26
2474,2,1,0,1,1,1,1,1,1,0,0,1,1,50.31,61.96,62.06,0.67,0,0.67,0,3,53.37
3869,2,0,0,1,0,1,1,1,1,1,1,1,1,58.79,72.98,70,0.33,0,0.67,0,3,68.2
4685,2,0,0,1,0,1,1,0,0,0,0,0,0,62.65,84.75,86.82,1,1,1,1,2,58.9
4387,2,0,0,1,0,0,0,1,0,0,0,0,0,50.75,71.58,67.02,0.67,0,0.78,0,3,44.39
3816,2,0,0,0,1,1,1,1,1,1,0,0,0,42.25,40.98,41.24,0,0,0.5,0,3,49.21
6004,2,0,0,0,0,1,1,1,1,1,1,0,1,63.81,72.53,77.42,1,1,1,1,2,57.64
1760,2,1,0,1,0,0,0,0,0,1,1,0,0,55.45,66.81,63.52,1,1,1,1,2,46.99
2716,2,0,0,1,1,1,0,1,1,1,1,1,1,67.52,76.05,97.67,0.67,0,0.89,0,3,61.2
3167,2,1,0,1,0,0,0,0,0,0,0,0,0,47.3,67.62,69.34,1,1,0.67,0,1,39.94
3784,2,1,1,0,0,0,0,0,0,0,0,0,0,40.72,38.42,35.84,0.33,0,0.11,0,1,38.01
4776,2,1,0,0,0,0,0,0,0,0,0,0,0,62.57,72.35,76.28,0.67,0,0.78,0,1,56.17
4440,2,1,0,0,0,0,0,0,0,0,0,0,0,36.04,30.52,32.77,0,0,0.75,0,1,37.36
3484,2,1,0,0,1,1,1,1,1,1,1,1,1,58.38,69.91,64.68,1,1,0.89,0,1,69.04
5768,2,1,0,0,0,0,0,0,1,1,1,1,1,45.65,73.58,78.99,1,1,0.44,0,2,50.65
6700,2,1,0,1,1,1,1,1,1,1,1,1,0,55.71,76.45,81.54,1,1,1,1,2,57.5
3589,2,0,0,1,0,1,0,0,0,0,0,1,0,52.3,69.36,85.8,0.5,0,0.88,0,1,47.24
2021,2,1,0,0,1,1,0,0,0,0,0,0,0,48.61,71.1,78.58,0.67,0,0.56,0,1,41.3
3068,2,0,0,0,0,1,0,0,0,1,1,1,1,34.9,56.27,67.83,1,1,0.78,0,1,38.32
5570,2,1,0,0,0,0,0,0,0,0,1,0,0,43.45,66.13,77.66,1,1,0.86,0,1,44.3
3271,2,1,0,1,0,0,0,0,0,0,0,0,0,52.26,71.08,71.89,1,1,0.56,0,2,57.85
2333,2,0,0,1,0,0,0,0,1,0,1,1,1,43.41,69.4,69.47,0.67,0,0.78,0,3,35.98
4456,2,1,0,0,0,0,0,0,1,0,1,0,0,51.29,74.51,78.48,0.67,0,0.78,0,2,51.77
5524,2,1,0,0,0,0,0,0,1,0,0,0,0,42.15,67.24,80.77,0.33,0,0.67,0,1,43.17
2167,2,1,0,0,0,0,0,1,1,1,1,1,0,58.02,67.07,71.18,1,1,0.78,0,1,48.12
2985,2,0,0,1,0,1,0,1,1,0,1,0,0,43.41,59.25,64.21,1,1,1,1,3,55.19
6305,2,1,0,0,0,1,0,0,0,1,1,1,1,53.53,78.8,83.78,1,1,1,1,2,57.06
4923,2,0,0,1,0,0,0,0,0,1,1,0,0,51.93,55.63,59.76,1,1,1,1,1,44.35
4649,2,0,0,1,1,1,1,1,1,1,1,1,1,54.21,91.92,97.69,0.67,0,0.89,0,3,NA
4550,2,0,0,0,0,0,0,0,0,0,0,0,0,36.47,42.02,52.72,0.67,0,0.89,0,1,40.7
5096,2,0,0,0,0,0,1,1,0,1,1,1,1,32.3,37.95,53.31,1,1,1,1,NA,39.95
6398,2,0,0,1,1,1,1,1,1,1,1,1,0,73.75,93.27,94,1,1,0.78,0,3,66.89
1830,2,0,0,1,1,1,1,1,1,0,1,1,1,74.64,89.06,91.28,1,1,0.89,0,1,71
5444,2,0,0,1,1,1,0,1,1,0,1,0,1,68.61,86.32,88.29,0.67,0,0.78,0,2,66.28
6146,2,1,0,1,1,1,1,1,1,1,1,1,1,73.79,84.38,88.72,1,1,0.67,0,2,69.57
6014,2,0,0,0,1,0,0,0,0,0,1,0,0,49.13,62.17,59.86,0.5,0,0.62,0,1,55.31
5711,2,0,1,1,0,0,0,0,0,0,0,0,0,43.88,61.44,67.82,0.67,0,0.89,0,1,45.1
4965,2,0,0,0,0,1,1,1,1,1,0,0,0,64.46,87.32,97.56,0.67,0,0.78,0,2,62.35
1476,2,0,0,0,0,0,0,0,1,1,1,0,0,64.74,81,82.69,0.67,0,0.67,0,NA,68.04
3515,2,0,1,1,0,0,1,0,0,0,0,1,1,35.02,69.52,69.53,0.33,0,0.44,0,2,46.2
3133,2,1,0,1,0,1,0,0,0,1,1,0,0,49.25,67.43,73.89,0.67,0,0.78,0,1,47.46
2661,2,0,0,1,1,1,1,1,1,1,0,0,0,52.89,76.18,82.29,1,1,1,1,3,56.7
6609,2,1,0,0,0,0,0,0,0,0,0,0,0,63.01,76.71,77.59,0.67,0,0.67,0,2,60.72
5713,2,0,0,1,0,0,0,0,0,0,0,0,0,53.44,78.45,76.26,0.67,0,0.67,0,1,36.4
4991,2,0,0,1,0,0,0,0,1,1,1,0,1,53.09,66.01,72.08,0.67,0,0.89,0,1,48.5
4248,2,0,0,0,0,1,0,0,1,0,1,0,0,56.3,76.35,71.82,0.67,0,0.33,0,1,56.99
6047,2,1,1,1,1,1,1,1,0,0,0,1,0,46.69,56.63,43.89,0.33,0,0.11,0,1,34.43
4181,2,0,0,1,1,1,1,1,1,1,1,1,1,61.93,77.1,87.29,1,1,0.89,0,2,64.72
1828,2,1,0,1,1,0,0,0,1,0,1,0,1,56.55,64.2,64.68,0.67,0,0.89,0,2,55.31
1487,2,1,0,1,0,1,0,0,1,0,0,0,0,51.2,64.69,64.97,1,1,0.89,0,1,50.67
4703,2,0,1,1,1,1,0,1,1,1,1,1,1,34.65,55.29,57.52,0.67,0,0.56,0,3,44.03
5455,2,0,0,1,0,1,0,0,1,1,0,0,0,40.14,39.54,55.53,0.33,0,0.67,0,2,59.33
3327,2,0,0,1,0,1,1,0,0,0,1,0,0,60.08,73.64,75.31,1,1,0.62,0,1,54.6
5630,2,1,1,1,1,1,1,1,1,0,0,0,0,60.56,72.59,78.62,0,0,0,0,3,50.13
3898,2,1,1,1,1,1,1,1,1,0,0,0,0,43.64,53.35,47.67,0.33,0,0.22,0,1,39.3
4104,2,0,0,1,0,0,0,0,1,0,0,0,0,56.48,68.62,77.66,0.67,0,0.89,0,1,60
6867,2,0,1,1,1,1,1,1,0,0,0,0,0,55.23,65.87,60.07,0.5,0,0.25,0,2,39.98
2488,2,0,0,1,0,0,0,1,1,1,1,0,0,49.2,67.72,59.55,1,1,0.86,0,2,50.58
2590,2,0,1,1,1,1,1,1,0,0,0,0,0,40.97,51.61,46.05,1,1,1,1,2,39.75
2194,2,1,1,1,1,1,0,0,1,1,1,1,1,46.58,60.49,56.92,1,1,0.89,0,3,43.36
6046,2,1,1,1,1,1,1,1,1,1,1,0,1,47.85,66.77,66.28,0.67,0,0.78,0,NA,47.12
3263,2,0,1,0,0,1,1,1,0,0,0,0,1,47.42,58.63,66.09,1,1,0.88,0,2,42.97
3311,2,0,1,1,1,0,1,1,1,0,1,1,0,53.66,62.29,73.84,1,1,1,1,3,56.56
5252,2,0,1,1,0,0,0,0,1,0,0,1,1,61.3,76.02,69.9,0.33,0,0.78,0,2,55.97
6632,2,0,0,1,1,1,1,1,1,0,0,0,0,37.04,46.71,46.13,0.67,0,0.89,0,2,41.43
3814,2,1,0,0,1,1,0,0,1,0,1,0,0,42.21,52.4,49.28,0.33,0,0.11,0,1,44.3
3921,2,1,0,0,0,1,1,1,0,0,1,1,1,63.11,79.66,84.56,0.67,0,0.44,0,3,64.37
2386,2,1,0,1,0,0,0,0,1,0,1,1,1,60.05,64.59,68.86,1,1,0.89,0,3,43.38
1073,2,0,1,1,0,0,0,0,1,0,0,1,0,55.85,74.62,74.75,1,1,1,1,3,54.85
1835,2,0,0,1,1,1,0,1,1,1,1,0,0,66.67,91.56,94.37,0.33,0,0.78,0,3,74.65
5370,2,0,0,1,1,1,1,1,1,1,1,1,1,67.02,77.93,89.76,1,1,1,1,NA,62.6
5771,2,1,0,0,0,0,0,0,0,0,0,0,0,39.49,47.29,57.17,0.33,0,0.56,0,1,47.3
4318,2,1,0,0,0,1,0,0,0,0,0,0,0,54.3,76.02,74.83,1,1,1,1,1,56.84
6262,2,1,0,0,0,0,0,0,0,0,0,0,0,56.66,72.64,74.1,0.67,0,0.44,0,2,65.99
4661,2,0,0,1,1,1,0,1,1,0,1,0,0,53.73,53.96,64.29,1,1,1,1,3,60.28
4640,2,0,1,1,1,1,1,1,0,0,0,0,0,49.16,69.09,70.34,1,1,1,1,2,40.16
4356,2,1,0,1,1,0,1,1,0,0,0,0,0,47.48,67.58,70.03,1,1,1,1,3,48.95
6151,2,0,0,1,1,1,1,1,1,1,0,1,1,70.08,86.12,94.56,0.67,0,0.78,0,1,75.55
3059,2,0,1,1,1,1,0,1,1,1,0,0,0,53.8,65.45,65.93,0.33,0,0.67,0,3,59.99
6510,2,0,1,1,0,1,1,1,0,1,0,1,0,42.73,53.52,57.66,1,1,0.67,0,2,47.28
5806,2,0,1,1,1,1,1,1,1,0,0,1,0,44.75,66.5,67.04,1,1,1,1,3,49.4
6092,2,0,1,0,0,0,1,0,0,0,0,0,0,37.89,36.98,50.62,1,1,1,1,1,48.42
3169,2,1,0,1,0,0,0,0,0,0,0,1,0,58.14,68.01,79.68,0.67,0,0.67,0,NA,60.73
3398,2,1,0,0,0,0,0,0,0,0,0,0,0,48.37,60.75,65.52,0.67,0,0.89,0,2,52.64
5151,2,0,0,1,1,1,0,1,1,1,1,1,1,46.35,70.23,69.46,1,1,1,1,3,45.68
2168,2,1,0,1,1,1,1,1,1,1,1,1,1,42.76,54.99,45.28,0.33,0,0.56,0,2,43.82
5360,2,1,0,1,1,1,1,1,1,1,1,1,1,55.83,71.43,72.37,1,1,0.89,0,2,57.4
3208,2,1,0,0,0,0,0,0,0,0,0,0,0,67.63,90.55,88.69,0.67,0,0.78,0,2,55.47
4559,2,1,0,1,1,1,1,1,1,1,1,1,1,49,72.74,75.44,1,1,0.89,0,1,52.3
6527,2,0,0,0,0,0,0,0,1,1,0,0,0,53.28,79.94,89.66,1,1,0.89,0,1,61.39
4679,2,0,0,1,1,1,1,1,1,1,0,1,1,58.51,84.76,85.5,0.67,0,0.78,0,3,56.48
3984,2,0,0,0,0,0,0,0,0,0,0,1,0,58.22,75.43,71.35,0.33,0,0.56,0,1,56.02
3477,2,1,0,0,0,0,0,0,0,0,0,0,0,63.45,80.82,84.67,1,1,0.44,0,1,60.17
4221,2,1,1,1,0,0,0,0,1,1,0,0,0,58.21,72.03,78.39,0.33,0,0.78,0,3,58.44
6822,2,0,0,1,0,0,0,0,1,1,1,1,1,54.17,69,62.78,0.33,0,0.33,0,2,64.86
2117,2,0,0,0,0,0,0,0,0,0,0,0,0,61.52,75.48,80.8,0.33,0,0.56,0,1,58.13
2548,2,0,0,1,1,1,1,1,1,1,1,1,1,59.47,71.98,83.35,1,1,1,1,NA,46.28
5465,2,1,0,1,0,0,0,1,1,0,1,0,1,58.25,76.67,75.85,0.67,0,0.78,0,2,51.86
3012,2,1,0,0,0,0,1,1,0,0,0,0,0,53.46,71.02,76.44,0.67,0,0.56,0,1,49.26
3097,2,1,0,1,1,0,1,1,1,1,1,1,1,69.14,82.97,86.89,1,1,1,1,2,72.48
2502,2,0,0,1,1,1,0,1,1,1,1,0,1,61.44,85.59,90.54,1,1,0.89,0,3,69.85
6549,2,0,0,1,1,1,1,1,0,1,1,0,1,67.22,85.29,89.93,0.67,0,0.56,0,2,60.5
6026,2,1,0,1,1,1,1,1,1,1,1,0,1,64.85,81.59,90.56,1,1,1,1,3,56.95
6787,2,0,0,1,1,0,1,0,1,1,0,1,0,39.85,67.35,73.15,1,1,0.89,0,1,45.31
2559,2,0,0,1,1,1,1,1,1,1,0,1,1,71.32,80.19,89.34,0.67,0,0.78,0,1,58.76
4581,2,0,0,1,1,1,1,1,1,1,1,1,1,54.74,74.92,75.87,0.67,0,0.89,0,1,67.67
2750,2,0,0,1,0,0,1,0,1,0,1,1,1,61.41,72.86,81.36,1,1,1,1,1,51.39
4029,2,0,0,1,0,1,0,0,1,1,1,1,1,60.45,90.19,99.3,1,1,0.78,0,2,71.17
2810,2,0,0,1,0,0,1,1,1,1,1,1,1,56.95,68.19,77.97,1,1,0.89,0,2,59.19
3494,2,1,0,1,0,1,1,1,1,1,1,1,1,65.2,80.83,93.95,1,1,0.78,0,3,65.02
3090,2,1,0,1,1,1,1,1,1,0,1,1,0,38.38,56.13,59.07,0.33,0,0.78,0,2,48.34
4159,2,0,1,1,1,1,1,1,1,0,1,0,0,50.21,73.02,71.72,1,1,0.78,0,2,61.09
5450,2,1,0,1,0,0,1,0,1,1,1,1,1,70.27,80.88,94.55,0.33,0,0.67,0,3,67.67
2918,2,0,0,1,0,1,1,1,1,1,1,1,1,68.85,84.23,95.57,1,1,0.78,0,3,73.49
1190,2,0,0,1,0,0,1,1,1,0,0,1,1,71.01,90.01,96.39,1,1,0.89,0,3,70.49
5785,2,1,0,1,0,0,0,1,1,1,1,1,1,60.57,72.76,94.55,0.67,0,0.89,0,3,59.26
5218,2,1,1,0,0,1,0,0,1,0,0,1,1,53.18,65.36,57.35,0.33,0,0.33,0,1,52.35
4397,2,0,0,1,1,1,0,0,1,1,1,1,1,53.27,76.25,92.95,1,1,0.78,0,3,70.14
2243,2,0,0,1,0,0,1,1,1,1,1,1,1,67.27,81.29,88.15,0.67,0,0.89,0,2,62.61
4094,2,1,0,1,0,0,1,1,1,0,0,1,1,64.18,74.68,92.45,0.33,0,0.33,0,3,60.2
5891,2,1,0,1,0,0,0,0,0,0,0,0,0,53.1,64.15,68.86,0.67,0,0.22,0,1,51.46
3559,2,1,0,1,0,0,1,0,0,0,0,0,0,49.05,35.96,42.21,0.33,0,0.56,0,2,60.12
3433,2,1,0,1,0,0,0,0,1,0,1,0,0,51.3,62.26,65.14,0.67,0,0.44,0,2,47.18
4063,2,1,0,0,0,0,0,0,0,0,0,0,0,63.05,81.74,87.44,0.33,0,0.22,0,NA,55.16
5038,2,1,0,1,1,1,1,1,0,0,0,1,1,62.11,63.7,66.03,0.33,0,0.78,0,3,43.91
1054,2,1,0,1,0,1,0,0,1,0,0,0,0,59.71,64.9,66.62,0,0,0.44,0,3,54.33
3599,2,0,0,1,1,0,1,1,1,1,1,1,1,59.17,75.43,74.03,1,1,0.89,0,3,70.08
1999,2,0,1,0,0,0,0,0,0,0,0,0,0,45.37,51.72,47.47,0.5,0,0.12,0,1,46.1
1872,2,0,0,0,0,0,0,1,1,1,1,1,1,43.63,53.67,55.34,1,1,0.89,0,1,43.21
1232,2,0,0,1,0,0,0,1,1,0,0,1,1,69.53,89.68,94.53,0.67,0,0.22,0,3,65.46
2872,2,0,0,0,0,1,1,1,0,0,0,0,0,62.5,79.37,89.16,1,1,0.78,0,2,52.15
2864,2,0,0,0,0,0,0,0,0,1,1,1,1,60.55,77.41,87.93,1,1,0.89,0,2,59.84
3772,2,0,0,1,1,0,0,0,1,1,1,1,1,64.39,79.09,87.66,1,1,1,1,2,67.78
5784,2,0,1,1,0,1,0,1,1,1,0,0,1,62.57,82.85,86.5,0.67,0,0.78,0,3,73.97
3334,2,0,0,1,0,1,0,1,1,1,1,1,1,71.96,80.84,87.35,1,1,0.89,0,3,64.75
3480,2,0,0,1,0,1,0,1,1,0,1,0,1,60.83,72.99,74.92,1,1,1,1,3,68.76
1957,2,1,0,1,0,0,0,0,0,0,0,1,0,47.41,90.23,93.96,0.5,0,0.75,0,2,58.84
6933,2,0,0,1,1,1,1,0,0,0,0,0,0,68.27,83.06,94.53,0,0,0.62,0,3,55.72
4668,2,0,0,1,1,1,1,1,1,1,1,1,0,79.89,93.71,94.53,1,1,1,1,2,68.79
5215,2,0,0,1,1,1,0,1,1,0,1,0,0,49.71,65.14,69.71,0.33,0,0.78,0,1,47.9
6781,2,0,0,1,0,1,0,1,1,1,1,1,1,72.94,90.87,95.17,1,1,1,1,3,64.92
6766,2,0,0,1,1,1,1,0,1,1,1,1,1,49.6,68.09,75.26,0.67,0,0.78,0,3,54.48
6171,2,0,0,1,0,1,1,1,1,1,1,1,1,63.52,91.84,82.13,1,1,1,1,3,58.27
1734,2,0,0,0,0,0,0,0,1,1,1,1,1,63.66,78.58,88.96,1,1,1,1,3,56.95
5199,2,1,0,1,0,0,1,1,1,1,1,1,1,57.31,71.83,78.72,0.33,0,0.33,0,2,59.5
2731,2,1,0,1,1,1,0,1,1,0,0,1,1,63.69,77.34,83.94,0.67,0,0.56,0,2,42.76
2313,2,1,0,0,0,0,0,0,1,0,0,0,0,56.41,78.65,78.53,0,0,0.56,0,1,48.23
1457,2,1,0,1,0,0,0,0,0,1,1,0,1,47.88,71.68,78.05,0.67,0,0.89,0,1,58.57
2597,2,1,0,1,0,0,0,1,1,0,0,0,0,46.57,56.48,62.09,0.5,0,0.88,0,2,44.76
1677,2,1,0,1,0,1,0,1,1,1,1,1,1,61.86,73.94,77.61,0.67,0,0.78,0,3,48.5
5089,2,1,0,1,1,1,1,1,1,0,0,0,0,73.13,91.57,89.69,0.67,0,0.33,0,3,59.52
1108,2,1,0,0,0,0,0,0,0,0,0,0,0,66.87,73.29,85.95,1,1,0.33,0,1,60.56
4217,2,1,0,1,1,0,0,0,0,1,0,1,0,60.76,78.86,83.69,0.5,0,0.62,0,2,59.27
1383,2,1,0,0,1,1,0,1,0,1,0,0,0,53.03,70.85,67.42,0.67,0,0.56,0,2,58.24
5092,2,1,0,1,1,1,1,1,1,0,1,1,1,69.66,88.02,92.12,1,1,1,1,3,64.25
1225,2,0,0,1,0,0,0,1,1,0,0,0,0,64.49,76.77,84.86,1,1,0.89,0,2,62.86
4193,2,0,0,0,0,0,0,0,0,0,0,0,0,63.27,79.87,90.61,0.67,0,0.78,0,3,58.29
2957,2,0,0,0,1,0,0,1,1,1,1,1,1,72.03,67.78,89.75,0.67,0,0.78,0,2,66.49
6079,2,0,0,0,1,1,1,1,1,1,1,1,1,63.21,75.46,84.32,0.67,0,0.33,0,1,60.09
6618,2,0,0,1,0,0,0,0,1,0,0,0,0,64.45,72.6,69.37,0.67,0,0.78,0,2,63.87
3138,2,1,0,1,1,1,1,1,1,0,1,0,1,66.47,77.42,87.16,0.67,0,0.56,0,1,61.98
6098,2,1,0,0,0,1,1,0,1,1,1,0,1,70.29,82.89,91.82,1,1,0.89,0,2,64.2
4636,2,1,1,1,0,0,0,0,1,0,0,0,1,44.6,41.8,39.15,1,1,1,1,2,56.87
6470,2,1,0,0,0,0,0,0,0,0,0,0,0,59.84,69.67,79.27,1,1,1,1,2,57.11
1173,2,0,0,1,1,1,1,1,1,1,1,1,1,54.6,67.17,66.01,1,1,1,1,3,54.29
3185,2,0,0,0,0,0,0,0,1,0,1,1,1,62.23,77.35,85.54,1,1,0.89,0,2,52.31
2866,2,0,0,1,1,1,1,1,1,0,1,0,1,58.33,76.5,86.06,1,1,1,1,2,63.96
5590,2,0,0,1,0,0,1,1,1,0,1,0,0,66.62,76.88,73.16,1,1,0.89,0,2,63.48
1716,2,0,0,1,0,1,1,1,1,1,1,0,0,59.58,79.72,81.2,1,1,0.89,0,2,57.15
5948,2,1,0,1,1,1,0,1,1,1,1,0,1,58.39,72.68,76.65,0.33,0,0.56,0,3,54.24
6701,2,1,1,0,0,0,1,0,1,1,1,1,1,46.96,58.18,66.74,0.33,0,0.38,0,1,46.36
5517,2,0,0,1,1,1,0,0,0,0,0,1,0,58.65,69.99,72.05,0.67,0,0.56,0,3,58.1
3852,2,0,0,0,0,1,0,0,0,0,1,0,0,47.19,60.89,69.73,1,1,1,1,2,58.65
5378,2,0,0,1,1,1,0,1,0,0,0,0,0,37.82,46.67,57.15,0.33,0,0.11,0,1,42.33
3751,2,0,1,1,1,1,1,1,1,1,1,1,1,59.33,68.18,73.51,1,1,0.89,0,3,61.01
1470,2,0,0,0,1,1,1,1,1,0,1,1,1,50.74,62.04,64.72,1,1,0.78,0,2,56.52
4009,2,0,0,1,0,1,1,1,1,1,1,1,1,64.42,79.27,87.59,1,1,1,1,2,68.95
4587,2,0,0,0,0,1,0,1,0,1,0,0,0,63.82,84.16,93.09,0.67,0,0.67,0,2,60.89
5900,2,1,0,1,0,1,0,0,1,0,1,0,0,58.99,71.11,65.58,0.67,0,0.56,0,3,35.13
6307,2,0,0,0,0,1,1,1,0,0,0,0,0,55.87,65.88,67.78,0.33,0,0.44,0,1,46.4
3338,2,1,0,0,0,0,0,0,1,1,1,1,1,56.95,64.56,53.06,0.33,0,0.44,0,3,48.05
